Gene Set,ES,NES,P-value,FDR
hsa04390_Hippo_signaling_pathway,0.16295393722006468,1.0179626323988957,0.3076923076923077,0.4049914489975031
hsa05110_Vibrio_cholerae_infection,0.16704338429999654,1.0134382882220383,0.3333333333333333,0.41921689854351324
hsa05134_Legionellosis,0.16554986400991203,1.0135592473322277,0.28125,0.42161727442987773
hsa04550_Signaling_pathways_regulating_pluripotency_of_stem_cells,0.16368894101830225,1.0081542023161336,0.36363636363636365,0.4460391504264683
"hsa04928_Parathyroid_hormone_synthesis,_secretion_and_action",0.15998643403085042,1.0044035688665989,0.4,0.47006187440640385
hsa05132_Salmonella_infection,0.15829365405263351,1.0030398937426606,0.0,0.4750768676074394
hsa05231_Choline_metabolism_in_cancer,0.16091661837796511,1.000561136086608,0.3333333333333333,0.48727908538774
hsa05032_Morphine_addiction,-0.17849287801906724,-1.0184011837816427,0.4375,0.523018068227167
hsa05030_Cocaine_addiction,-0.17987966199967642,-1.0190262565728287,0.4153846153846154,0.523085740096311
hsa04916_Melanogenesis,0.15938320335501474,0.9894380279036579,0.4117647058823529,0.542051903514942
hsa00511_Other_glycan_degradation,-0.20655770439173918,-1.0092047922466127,0.38636363636363635,0.5722360040982838
hsa04911_Insulin_secretion,0.15938217582366263,0.9815465707716016,0.5,0.5904747001766205
hsa04744_Phototransduction,0.16569008354857664,0.9797068516766939,0.5555555555555556,0.5974712829616655
hsa00440_Phosphonate_and_phosphinate_metabolism,-0.2420932305800592,-1.0039422091629435,0.40476190476190477,0.5996982951442302
hsa04962_Vasopressin-regulated_water_reabsorption,0.16338495648699705,0.9783547601781877,0.5641025641025641,0.6022714123678411
hsa04068_FoxO_signaling_pathway,0.15765152191636353,0.9774595531279557,0.6666666666666666,0.6056557783408616
hsa04927_Cortisol_synthesis_and_secretion,-0.17755935931047978,-1.000831734825397,0.463768115942029,0.6174102487422926
hsa04978_Mineral_absorption,0.15815292002900588,0.974443388492902,0.5945945945945946,0.621369141992217
hsa04215_Apoptosis,0.1644587606604326,0.9712276279961486,0.6046511627906976,0.6373754313235052
hsa03430_Mismatch_repair,0.16661766922603016,0.9685129002997035,0.6170212765957447,0.6477595477177642
hsa04961_Endocrine_and_other_factor-regulated_calcium_reabsorption,0.15716056214478621,0.9677558647944521,0.6,0.6499290581255989
hsa04924_Renin_secretion,0.15888828268328242,0.9686470382523623,0.52,0.6508866541268263
hsa01524_Platinum_drug_resistance,-0.17394427130585285,-0.9930633609037212,0.5256410256410257,0.6649838263553833
hsa04141_Protein_processing_in_endoplasmic_reticulum,0.15326534974328287,0.961968896097194,1.0,0.6802271330557439
hsa04115_p53_signaling_pathway,0.15742702801377748,0.9597386405792007,0.68,0.6832804786561535
hsa03410_Base_excision_repair,0.16040847728315147,0.9605659978432977,0.6363636363636364,0.6835932629617927
hsa04915_Estrogen_signaling_pathway,-0.17115782592819345,-0.9830440964712458,0.625,0.7297500722453866
hsa05031_Amphetamine_addiction,-0.1743020788813763,-0.9817010996967286,0.5774647887323944,0.733192053466173
hsa05216_Thyroid_cancer,0.15598346125685378,0.9440698736216642,0.7777777777777778,0.7596350226497429
hsa05217_Basal_cell_carcinoma,0.15225767206238228,0.939178663838176,0.7428571428571429,0.7741907471372377
hsa03060_Protein_export,-0.18243896681980332,-0.9651309941039641,0.5490196078431373,0.8053619892072381
"hsa00524_Neomycin,_kanamycin_and_gentamicin_biosynthesis",-0.2316985770372216,-0.9608363717288448,0.47619047619047616,0.8085972490108863
hsa04024_cAMP_signaling_pathway,-0.16901110338657566,-0.9623537115880691,0.8673469387755102,0.810245556908723
hsa04020_Calcium_signaling_pathway,-0.16911128568795894,-0.958124344853216,0.9090909090909091,0.8125494206078775
hsa04728_Dopaminergic_synapse,-0.16563751230506857,-0.9542255156094618,0.7528089887640449,0.8146389794823102
hsa00534_Glycosaminoglycan_biosynthesis,0.15939869214368138,0.9275601624195203,0.6938775510204082,0.8167149539965738
hsa04972_Pancreatic_secretion,-0.165979575208605,-0.9504675772789258,0.7738095238095238,0.8201774303239417
hsa04211_Longevity_regulating_pathway,-0.16740315462714284,-0.9545429044611199,0.675,0.8202266913692841
hsa04330_Notch_signaling_pathway,-0.16808783622962511,-0.9395441914675728,0.7230769230769231,0.8446111103237888
hsa04742_Taste_transduction,-0.16532677330252094,-0.9346616596282182,0.726027397260274,0.8507873600388978
hsa04974_Protein_digestion_and_absorption,-0.163024090681752,-0.9320350460335475,0.7439024390243902,0.8520110930059182
hsa03420_Nucleotide_excision_repair,0.15287782587147347,0.9150723219567278,0.8285714285714286,0.8528689357144177
hsa04110_Cell_cycle,0.14489371727489622,0.9155511918361076,1.0,0.8562223457704241
hsa00565_Ether_lipid_metabolism,-0.16596421955912627,-0.9282333912476154,0.6,0.8568830191249133
hsa04310_Wnt_signaling_pathway,0.1460761462459576,0.9059118003670416,1.0,0.8760743017276202
hsa04150_mTOR_signaling_pathway,-0.15859506861378864,-0.913855908077997,0.8764044943820225,0.8924127087263453
hsa04392_Hippo_signaling_pathway,0.15376213016611123,0.8978084917453464,0.7755102040816326,0.8963099828451817
hsa03015_mRNA_surveillance_pathway,-0.15896141630536242,-0.9069633272633674,0.8375,0.8991908516699005
hsa03013_RNA_transport,0.14397679525898321,0.8935073118301102,1.0,0.9033183270403718
hsa00603_Glycosphingolipid_biosynthesis,-0.1856811565475013,-0.9072830259670464,0.6590909090909091,0.9035558986242043
hsa04130_SNARE_interactions_in_vesicular_transport,0.15072306601529906,0.8900252604233787,0.8837209302325582,0.9048996376886014
hsa04340_Hedgehog_signaling_pathway,-0.15837590138970878,-0.8971262297056498,0.7538461538461538,0.9265404224283643
hsa03440_Homologous_recombination,0.14513002468583086,0.8616314474851756,1.0,0.943798562362212
hsa00510_N-Glycan_biosynthesis,-0.15835893466596848,-0.8861273562942369,0.8225806451612904,0.9522064060871026
hsa05034_Alcoholism,-0.15304367449484216,-0.8808249031160401,0.9782608695652174,0.9575514688836738
hsa00740_Riboflavin_metabolism,-0.187624230263595,-0.8666263849742518,0.6046511627906976,0.9709142208815502
hsa04724_Glutamatergic_synapse,-0.15031974667309447,-0.8680397254031247,0.9418604651162791,0.9760672822432307
hsa00604_Glycosphingolipid_biosynthesis,-0.1630320671815241,-0.7966140990955954,0.8636363636363636,0.9817941625727614
hsa03040_Spliceosome,-0.13983670853195185,-0.8023861673694144,1.0,0.9858010495615495
hsa00512_Mucin_type_O-glycan_biosynthesis,0.13428160087669835,0.7805642043793202,1.0,0.9889831442106423
hsa05017_Spinocerebellar_ataxia,-0.14721154417028878,-0.8481693849448282,1.0,0.9900114609688154
hsa03022_Basal_transcription_factors,-0.14280037932263137,-0.8036661201770016,0.967741935483871,0.991366404700187
hsa04144_Endocytosis,-0.15033661432003395,-0.8520644307499456,1.0,0.9916104868066634
hsa03020_RNA_polymerase,-0.15239667432621168,-0.8275626385136734,0.9636363636363636,0.9922508910264349
hsa03008_Ribosome_biogenesis_in_eukaryotes,-0.14798932038638882,-0.8335028445963779,1.0,0.993875419861372
hsa05033_Nicotine_addiction,-0.14571601833188627,-0.8108934880858816,0.9642857142857143,0.9949424128400761
hsa04950_Maturity_onset_diabetes_of_the_young,-0.15635578872851644,-0.8343972232232293,0.8113207547169812,1.0
